listing_id,title,price,area,bedrooms,bathrooms,location,purpose,down_payment,dp_ratio,price_note,rental_frequency,is_negotiable,is_verified,is_hot,has_payment_plan,is_off_plan,is_ready,badge_names,agency_name
89314,New House,172500.0,150,5,3.0,"Hawlery Nwe, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Prop House Real Estate Company
89313,Large Commercial Plot for Sale,13000000.0,10000,0,,"Bahrka Road, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,0,,Mulkdar Real Estate Company
89311,Modern 2 Bedroom Apartment with Amazing Views,550.0,129,2,2.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Hiwa Real Estate
66743,Furnished Apartment For Rent,700.0,116,3,2.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Sakan Real Estate Company
89309,Modern Apartment with Stunning Views,550.0,95,1,1.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Prop House Real Estate Company
89307,Modern 1-bedroom apartment in Empire Pearl Towers,400.0,95,1,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Baghy Khoshnawaty Real Estate co.
67504,Luxurious 5-Bedroom House for Sale,900000.0,450,5,5.0,"Erbil Garden, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,"new_price, ready",MIRAN Real Estate
89303,Furnished Apartment For Sale,61500.0,100,3,2.0,"Atlantic City, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
89292,Residential Plot (width 150m),34500.0,150,0,,"Baghlumnara, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,0,,Sayd Suaad Real Estate
89302,Modern 1-Bedroom Apartment,500.0,97,1,1.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
89301,Chic One-Bedroom Apartment for Sale,49000.0,87,1,1.0,"Life Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Sakan Real Estate Company
89300,Apartment (97m²),500.0,97,1,1.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
89299,Modern Apartment in Life Towers,450.0,108,2,2.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zahrat AlMadain Company
89298,Office for rent in Gulan Tower,1500.0,128,0,,"Gulan Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Shkoy Sha Real Estate Company
89291,Build Your Dream Home: Land in Erbil,25000.0,150,0,,"Baghlumnara, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,0,,Sayd Suaad Real Estate
89294,Furnished Apartment For Rent,500.0,75,0,1.0,"Ganjan Life, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
61761,Furnished Apartment For Rent,750.0,186,2,1.0,"Empire Diamond, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,"new_price, ready",Baghy Khoshnawaty Real Estate co.
68803,Furnished Apartment For Rent,500.0,110,1,2.0,"Empire Diamond, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
75204,office for rent in Business Tower,650.0,123,0,,"Empire Business Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Baghy Khoshnawaty Real Estate co.
87063,Cozy Apartment in Tulip Towers,121859.0,103,1,1.0,"Tulip Towers, Erbil",For Sale,30465.0,0.25,(Down payment),,0,0,0,0,1,0,off_plan,Tulip Towers Project
83116,Modern Apartment with 2 Bedrooms,135000.0,180,2,2.0,"Vana Towers, Erbil",For Sale,33750.0,0.25,(Down payment),,0,0,0,0,1,0,"installment, off_plan",Vana Towers Project
71079,Modern Apartment in English Tower,133750.0,125,2,2.0,"English Tower, Erbil",For Sale,26750.0,0.2,(Down payment),,0,0,0,0,1,0,"installment, off_plan",English Tower by King Inssat
75295,Modern 3-Bedroom Apartment for Sale,203072.0,267,3,2.0,"Alaska Towers, Erbil",For Sale,26600.0,0.131,(Down payment),,0,0,0,0,1,0,"installment, off_plan, video",Alaska Towers Project
89293,Apartment For Rent,350.0,100,1,2.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Genova Real Estate Company
65375,Apartment (2+1),157320.0,171,2,3.0,"London Towers, Erbil",For Sale,39330.0,0.25,(Down payment),,0,0,0,0,1,0,"verified, off_plan, three_sixty",London Towers Project
83050,Chic Apartment with City Views,1000.0,172,3,3.0,"Cavalli Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Shahan Company
66593,Apartment (120m²),96200.0,120,2,1.0,"Qaiwan Mirador, Erbil",For Sale,17316.0,0.18,(Down payment),,0,0,0,0,1,0,"installment, off_plan, video",Qaiwan Group Company
89290,Residential Plot with 150m² Area,43000.0,150,0,,"Baghlumnara, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,0,,Sayd Suaad Real Estate
89264,Prime Location School for Sale,3500000.0,2240,0,,"120 Meter Street, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Omer Faqe Real Estate
71112,Newly Constructed Apartment in Atlantic City,47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,7000.0,0.149,(Down payment),,0,1,0,0,1,0,"verified, off_plan, three_sixty",The Atlantic
89289,Modern 1-Bedroom Apartment with Stunning Views,59840.0,88,1,1.0,"Lavender Skyline Tower, Erbil",For Sale,8976.0,0.15,(Down payment),,0,0,0,0,1,0,off_plan,Key Finder Real Estate Company
89288,Modern Apartment in Lavender Skyline Tower,89760.0,132,2,2.0,"Lavender Skyline Tower, Erbil",For Sale,13460.0,0.15,(Down payment),,0,0,0,0,1,0,off_plan,Key Finder Real Estate Company
89281,Office (74m²),1000.0,74,0,,"Lalav Airport View, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,MIRAN Real Estate
89280,External View Apartment,135000.0,140,2,2.0,"Empire Square, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Million House Real Estate Company
73524,Modern furnished apartment,400.0,87,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89279,Spacious Family Home in Aram Village 2,305000.0,276,5,5.0,"Aram Village 2, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Lata Domus
89278,External View Shop,1100.0,163,0,,"Rasan Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89283,Modern 2-Bedroom Apartment,135000.0,140,2,2.0,"Empire Square, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Million House Real Estate Company
89267,Commercial Property in Kwestan for Sale,200000.0,200,0,,"Kwestan (Qadisya), Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Omer Faqe Real Estate
69012,Spacious High-Floor Apartment for Rent,275.0,73,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89272,Furnished Apartment For Rent,450.0,115,2,2.0,"Rasan Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Sakan Real Estate Company
89286,"Spacious Erbil Apartment, 2 Bedrooms",164000.0,149,2,2.0,"Empire Square, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Million House Real Estate Company
89284,Internal View Apartment,147000.0,140,2,2.0,"Empire Square, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Million House Real Estate Company
89275,Spacious House in English Village,1200.0,324,5,3.0,"English Village, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
89271,Studio Apartment,56000.0,80,0,1.0,"Kany Kasa, Erbil",For Sale,29600.0,0.529,(Negotiable + Down payment),,1,0,0,0,1,0,off_plan,Shkoy Sha Real Estate Company
89270,"Prime Residential Plot in Nusaran, Erbil",285000.0,200,0,,"Nusaran, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,0,,Shkoy Sha Real Estate Company
89269,Spacious Family Home,215000.0,300,4,3.0,"Nusaran, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,"ready, video",Shkoy Sha Real Estate Company
89268,Modern Apartment,700.0,186,2,3.0,"Empire Diamond, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Kryar Company Real Estate
87606,Furnished Apartment For Sale,71000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Kryar Company Real Estate
89266,Modern House in Hiwa City,270000.0,420,6,6.0,"Hiwa City, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Mardy Shaqlawa Real Estate Company
89265,Spacious Commercial Building with Rental Income,820000.0,230,0,,"Hawlery Nwe, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,"ready, video",Omer Faqe Real Estate
89273,Internal View Apartment,450.0,116,2,2.0,"Wavey Avenue, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Hiwa Real Estate
63849,Elegant 2BR Apartment for Rent in Erbil,500.0,149,2,2.0,"Future City, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89263,Internal View Apartment,150000.0,240,4,3.0,"Naz City(Zakaria Apartments), Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Shkoy Sha Real Estate Company
89262,Compact Shop with Rental Options,65000.0,50,0,,"100 Meter Street, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,"ready, video",Omer Faqe Real Estate
89261,Residential Plot (300m²),97500.0,300,0,,"Baghlumnara, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,0,,Baghi Haji Pusho
88094,Furnished Apartment For Rent,500.0,78,1,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Golden Properties Company
89251,Spacious House with 4 Bedrooms,850.0,180,4,3.0,"New Azadi (Atconz), Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Upland Real Estate Company
89260,6 Bedroom House in Erbil,550000.0,750,6,4.0,"Nice Village, Erbil",For Sale,0.0,0.0,,,0,0,0,0,1,0,off_plan,Baghy Shaqlawa Real Estate Company - Erbil
89259,Spacious Apartment in White Towers,500.0,138,2,2.0,"White Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,MIRAN Real Estate
89256,Two-Bedroom Apartment in Empire Square,600.0,150,2,2.0,"Empire Square, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
89255,One Floor House,165000.0,250,2,2.0,"Slava City 2, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Shkoy Sha Real Estate Company
89254,Modern Residence in Erbil,265000.0,500,4,4.0,"Slava City 2, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Shkoy Sha Real Estate Company
89253,Apartment (1+1),136500.0,104,1,1.0,"Boulevard, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Shkoy Sha Real Estate Company
89252,Spacious 5-Bedroom House in Erbil,240000.0,400,5,4.0,"Slava City 2, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Shkoy Sha Real Estate Company
89250,Modern Apartment with Stunning Views,500.0,127,2,2.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Jamana Real Estate Company
89249,Modern Apartment in Cavalli Tower,550.0,99,1,1.0,"Cavalli Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Remal Real Estate Company
89248,Corner House,140000.0,250,4,4.0,"Darwazay Hawler, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,"ready, video",Shkoy Sha Real Estate Company
75516,Furnished Apartment in Roya Tower,450.0,91,1,2.0,"Roya Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
88732,Spacious 3 Bedroom Apartment,1100.0,195,3,2.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Golden Properties Company
46062,Furnished Apartment For Sale,80000.0,97,1,1.0,"Empire Diamond, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,On Target Real Estate Company
88871,Modern Apartment in Prime Location,400.0,72,0,1.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Golden Properties Company
89247,Furnished Apartment For Sale,125000.0,125,2,2.0,"Ganjan Life, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
88685,Cozy 1Bed with city views,500.0,97,1,1.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Golden Properties Company
89244,Corner House,292500.0,250,5,3.0,"32 Park (Sarbasti), Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Genova Real Estate Company
89243,Apartment (1+1),500.0,97,1,1.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
89242,Residential Plot with Housing Permit,67500.0,300,0,,"Baghlumnara, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,0,,Baghi Haji Pusho
83432,Modern 1 Room Apartment for Sale,41000.0,65,1,1.0,"Atlantic City, Erbil",For Sale,6000.0,0.146,(Down payment),,0,0,0,0,1,0,"verified, first_owner, off_plan",The Atlantic
87005,Elegant Apartment in Tulip Towers,112407.0,95,1,1.0,"Tulip Towers, Erbil",For Sale,28102.0,0.25,(Down payment),,0,0,0,0,1,0,off_plan,Tulip Towers Project
83014,2 Bedroom Apartment in Vana Towers,125250.0,167,2,2.0,"Vana Towers, Erbil",For Sale,31313.0,0.25,(Down payment),,0,0,0,0,1,0,"installment, off_plan",Vana Towers Project
72031,New Apartment,134820.0,126,2,2.0,"English Tower, Erbil",For Sale,26964.0,0.2,(Down payment),,0,0,0,0,1,0,"installment, off_plan",English Tower by King Inssat
75789,Modern 3-Bedroom Apartment for Sale,203072.0,267,3,2.0,"Alaska Towers, Erbil",For Sale,26600.0,0.131,(Down payment),,0,0,0,0,1,0,"installment, off_plan, video",Alaska Towers Project
66139,Apartment (315m²),305550.0,315,4,4.0,"London Towers, Erbil",For Sale,76388.0,0.25,(Down payment),,0,0,0,0,1,0,"installment, off_plan",London Towers Project
81829,Spacious Apartment in Cavalli Tower,246750.0,235,4,3.0,"Cavalli Tower, Erbil",For Sale,185062.0,0.75,(Down payment),,0,0,0,0,1,0,"installment, off_plan",Shahan Company
68344,Stylish 2-Bedroom Apartment for Sale,77126.0,99,2,1.0,"Qaiwan Mirador, Erbil",For Sale,30851.0,0.4,(Down + Second payment),,0,0,0,0,1,0,"installment, off_plan, video",Qaiwan Group Company
89240,Cozy 1 Bedroom Apartment in Cavalli Tower,600.0,108,1,2.0,"Cavalli Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Remal Real Estate Company
89239,Stylish apartment in Erbil,243.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Remal Real Estate Company
89236,Furnished Apartment For Rent,450.0,56,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89235,Furnished House For Rent,600.0,100,2,2.0,"Bakhtyari, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89234,Furnished Apartment For Rent,450.0,80,0,1.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,MIRAN Real Estate
89233,Modern Apartment in Rami Towers,95000.0,100,1,1.0,"Rami Towers, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Taj Almustaqbal Real Estate Company
89241,Modern for Sale in Mountain View,265000.0,240,4,4.0,"Mountain View, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
89228,Apartment (1+1),63240.0,93,1,1.0,"Lavender Skyline Tower, Erbil",For Sale,9480.0,0.15,(Down payment),,0,0,0,0,1,0,off_plan,Key Finder Real Estate Company
89232,Modern 3-Bedroom Apartment for Sale,122400.0,180,3,2.0,"Lavender Skyline Tower, Erbil",For Sale,18360.0,0.15,(Down payment),,0,0,0,0,1,0,off_plan,Key Finder Real Estate Company
89231,Two Floor House,135000.0,150,4,3.0,"Farmanbaran, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Jamana Real Estate Company
89230,Apartment (190m²),129200.0,190,3,2.0,"Lavender Skyline Tower, Erbil",For Sale,19380.0,0.15,(Down payment),,0,0,0,0,1,0,off_plan,Key Finder Real Estate Company
89229,Charming House with 4 Bedrooms,140000.0,200,4,3.0,"Diyari City, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Lata Domus
89224,Spacious Family House,220000.0,200,4,3.0,"32 Park (Sarbasti), Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Sirius Real Estate Company
67709,Furnished Apartment For Rent,500.0,108,2,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89227,Modern Apartment,100540.0,155,2,2.0,"Lavender Skyline Tower, Erbil",For Sale,15800.0,0.157,(Down payment),,0,0,0,0,1,0,off_plan,Key Finder Real Estate Company
89225,Spacious Villa in Italian Village 2,700.0,240,4,4.0,"Italian village 2, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Dar Erbil Real Estate Company
89223,Spacious House in Dream City,1300000.0,450,6,5.0,"Dream City, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Remal Real Estate Company
89219,Furnished Apartment For Rent,600.0,94,1,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Jamana Real Estate Company
89222,Furnished Apartment in Rasan Towers,350.0,75,1,1.0,"Rasan Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89221,Spacious Apartment in Empire Square,600.0,150,2,2.0,"Empire Square, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
89220,Furnished Apartment For Rent,350.0,74,1,1.0,"Rasan Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Sakan Real Estate Company
89209,Apartment in Cash,63000.0,110,1,1.0,"Wow Tower, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Genova Real Estate Company
63057,Furnished Apartment For Rent,600.0,116,2,2.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Sakan Real Estate Company
89217,Cozy 1-Bedroom Flat in Empire Wings,700.0,94,1,1.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,"ready, video",Jamana Real Estate Company
89215,Cozy flat with great view,500.0,105,1,1.0,"Rami Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Golden Properties Company
84137,Spacious Home in Aram Village 2,275000.0,276,4,4.0,"Aram Village 2, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
87948,Modern Apartment with Stunning Views,500.0,97,1,1.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Golden Properties Company
82523,Cozy Apartment in Life Towers,400.0,50,1,1.0,"Life Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Zahrat AlMadain Company
89213,Contemporary Stylish Apartment for Sale,130000.0,135,2,2.0,"Sky Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Al Irtikaz Real Estate Company
89212,Furnished Apartment For Rent,400.0,75,1,1.0,"Bakhtyari, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,"ready, video",Shkoy Sha Real Estate Company
89211,Modern House,140000.0,120,4,3.0,"Shorsh, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,Shkoy Sha Real Estate Company
75681,Cozy Home in Zerin City,260.0,250,2,1.0,"Zerin City, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Sakan Real Estate Company
89210,Spacious apartment in Wow Tower,104500.0,200,3,3.0,"Wow Tower, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Genova Real Estate Company
84138,Spacious 4 Bedroom House in Erbil,280000.0,276,4,4.0,"Aram Village 2, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
89208,Apartment For Rent,350.0,90,1,1.0,"Wow Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Genova Real Estate Company
84142,Spacious Family Home in Aram Village 2,280000.0,276,4,4.0,"Aram Village 2, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
86144,Cozy Furnished Apartment in Empire Pearl Towers,600.0,97,1,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Genova Real Estate Company
89204,Fully Furnished Apartment in Empire Diamond,125000.0,122,1,2.0,"Empire Diamond, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,"ready, video",Sirius Real Estate Company
84624,Studio apartment with great views,58500.0,80,0,1.0,"Rami Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
89194,Cozy Apartment Rental in Erbil,350.0,85,1,1.0,"Roya Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Golden Properties Company
89139,Furnished Apartment For Sale,175000.0,165,3,2.0,"Ara Tower, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Jamana Real Estate Company
83288,Furnished Apartment in Empire Pearl Towers,450.0,50,0,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
89185,Modern Apartment in Empire Wings,400.0,86,1,1.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
83577,Furnished Apartment in Sky Towers,650.0,100,1,1.0,"Sky Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
83991,Modern 2 Bedroom Apartment in Star Towers,750.0,118,2,2.0,"Star Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,1,0,0,0,0,1,ready,Baghy Shaqlawa Real Estate Company - Erbil
84762,Modern Apartment with City Views,56500.0,80,0,1.0,"Rami Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
84074,Spacious Family Home,220000.0,200,4,3.0,"Italian village 2, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
89203,Cozy One-Bedroom in MNW Towers,68000.0,65,1,1.0,"MNW Towers, Erbil",For Sale,0.0,0.0,(Negotiable),,1,0,0,0,0,1,ready,MIRAN Real Estate
84626,Modern Studio Apartment in Rami Towers,56500.0,80,0,1.0,"Rami Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
89202,Modern One-Bedroom Apartment in Star Towers,77000.0,102,1,1.0,"Star Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,MIRAN Real Estate
89201,Furnished Apartment For Sale,130000.0,135,2,2.0,"Sky Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,Al Irtikaz Real Estate Company
84200,Modern 2-Bedroom apartment for sale,120000.0,135,2,2.0,"Queen Tower, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
88585,Furnished Apartment For Rent,800.0,108,1,2.0,"Cavalli Tower, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Shahan Company
75619,Spacious house in Atlantic City,149000.0,200,3,2.0,"Atlantic City, Erbil",For Sale,30000.0,0.201,(Down payment),,0,0,0,0,1,0,"verified, off_plan, three_sixty",The Atlantic
84543,Apartment (1+1),103950.0,99,1,1.0,"Cavalli Tower, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
89195,Furnished Apartment For Rent,350.0,84,1,1.0,"Eskan Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Baghy Khoshnawaty Real Estate co.
89198,Ruby Towers Apartment with 1 Bedroom,81840.0,88,1,1.0,"Ruby Towers, Erbil",For Sale,39840.0,0.487,(Negotiable + Down payment),,1,0,0,0,1,0,"installment, off_plan",Jamana Real Estate Company
67039,Modern Apartment with City View,500.0,95,1,1.0,"Boulevard, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
83728,"Cozy Home in Bakhtyari, Erbil",120000.0,100,3,2.0,"Bakhtyari, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
89184,Sleek Apartment with Contemporary Design,300.0,63,0,1.0,"Empire Wings, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Kryar Company Real Estate
84764,Modern 1 Bedroom Apartment in Rami Towers,72000.0,95,1,1.0,"Rami Towers, Erbil",For Sale,0.0,0.0,,,0,0,0,0,0,1,ready,On Target Real Estate Company
80591,Cozy Apartment in Empire Pearl Towers,600.0,101,1,1.0,"Empire Pearl Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,On Target Real Estate Company
89111,Luxurious Apartment with 3 Bedrooms,195300.0,210,3,3.0,"Ruby Towers, Erbil",For Sale,99300.0,0.508,(Negotiable + Down payment),,1,0,0,0,1,0,off_plan,Jamana Real Estate Company
89177,Furnished Apartment For Rent,600.0,89,1,1.0,"Sky Towers, Erbil",For Rent,0.0,0.0,(Monthly),monthly,0,0,0,0,0,1,ready,Upland Real Estate Company
86962,Spacious Apartment in Tulip Towers,311332.0,255,4,3.0,"Tulip Towers, Erbil",For Sale,77833.0,0.25,(Down payment),,0,0,0,0,1,0,off_plan,Tulip Towers Project
